@relation corpus_tweets_t1
@attribute text string
@attribute opinion {+,-,=}
@data
"<s> sri lanka enfants inquiets impacts actuels futurs changement climatique environnement direct URL </s> ", -
"<s> diversit arbres arme cologique insectes ravageurs HASHTAG HASHTAG URL </s> ", +
"<s> prison NEUTRE escroquerie panneaux solaires lancien grant dune socit pose panneaux sol URL </s> ", -
"<s> ue elisabeth guigou candidate poste commission URL HASHTAG </s> ", =
"<s> lallemagne rforme lHASHTAG revoit dispositif daide HASHTAG URL HASHTAG URL </s> ", +
"<s> HASHTAG PSEUDO nous constructifs proposant soutenir transition cologique NEG suppressions crdits </s> ", +
"<s> HASHTAG PSEUDO rtablir crdits mission cologie priorit HASHTAG </s> ", +
"<s> vidos engageantes apprendre dveloppement durable nouveau NEUTRE web franais URL URL </s> ", +
"<s> entr NEUTRE doudou ndiaye NEUTRE centrale lectrique matforce viadeo URL </s> ", =
"<s> dialogue petersberg climat juillet URL </s> ", +
"<s> biodiversit dveloppement durable petite histoire verte campus URL PSEUDO </s> ", =
"<s> escroquerie panneaux solaires an prison NEUTRE lancien grant URL </s> ", -
"<s> escroquerie panneaux solaires an prison NEUTRE lancien grant NEUTRE correctionnel da URL </s> ", -
"<s> animaux sauvages NEUTRE waterloo URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG </s> ", =
"<s> NEUTRE loup ouverte prfet autorise tir prlvement isre URL HASHTAG HASHTAG HASHTAG </s> ", +
"<s> fh campagne NEG transition nergtique ans loi cologie </s> ", -
"<s> leurope rduit linstallation doliennes offshore premier semestre URL </s> ", +
"<s> PSEUDO vive tva HASHTAG fera payer capital richesse crs machines URL </s> ", +
"<s> NEUTRE chansons cest faon dexprimer sentiments crois NEUTRE nature URL </s> ", +
"<s> ondr structure service dveloppement durable riziculture ivoire URL </s> ", =
"<s> ecologie sortir lide recyclage linfini jade lindgaard error check your database settings </s> ", =
"<s> NEUTRE leves fonds er semestre POS nergtique URL HASHTAG greenunivers </s> ", +
"<s> mediapart ecologie sortir lide recyclage linfini ja URL </s> ", =
"<s> mdiapart ecologie sortir lide recyclage linfini URL URL HASHTAG </s> ", =
"<s> PSEUDO mdrrr gars changement climatique </s> ", =
"<s> POS demploi conseillerconseillre dveloppement durable URL PSEUDO </s> ", =
"<s> HASHTAG HASHTAG homme disje hros sauver HASHTAG URL </s> ", =
"<s> PSEUDO PSEUDO lcologie problme invent pays dvelopps parties souhaitant NEUTRE politique </s> ", -
"<s> villes renforcent rsilience face changement climatique NEUTRE adaptation URL </s> ", +
"<s> victimes route serpents disparaissent nouvelle rpublique v biodiversit monde vivant URL </s> ", -
"<s> lemonde gouyon ogm NEG biodiversit agricole URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG </s> ", -
"<s> arbres maisons cologiques hochiminhville vietnam URL URL </s> ", =
"<s> arbres maisons cologiques hochiminhville vietnam larticle arbres maisons c URL </s> ", =
"<s> HASHTAG conf linnovation nouvelle frontire stratgies dveloppement durable mme elisabeth laville foURL </s> ", =
"<s> estce changement climatique finira oui lagriculture rchauffement climatiq URL </s> ", +
"<s> NEUTRE green papa vive pelouse cologique URL </s> ", +
"<s> arbres plants toits NEUTRE hochiminhville URL </s> ", =
"<s> rt PSEUDO arbres maisons cologiques hochiminhville vietnam URL URL </s> ", =
"<s> HASHTAG PSEUDO prsente amdts NEUTRE PSEUDO empcher annulations crdits mission HASHTAG HASHTAG HASHTAG </s> ", +
"<s> PSEUDO fh prsident lu lcologie vcue sanction quotidienne POS liberts conomies </s> ", -
"<s> lue NEUTRE etats doptimiser dpenses faveur enr quelle URL </s> ", -
"<s> PSEUDO dfendre crdits lecologie plfr hlas vain HASHTAG PSEUDO </s> ", -
"<s> grand vallon rcompens efforts dveloppement durable URL </s> ", +
"<s> yannick loubet maracher militant semences libres lutopik PSEUDO URL </s> ", =
"<s> recyclage linfini nexiste pas lconomie compltement NEUTRE URL itv philippe bihouix </s> ", =
"<s> HASHTAG peur rchauffement consomment dlectricit sceptiques PSEUDO URL </s> ", -
"<s> PSEUDO prsent juillet berlin nouveau modle nergtique franais URL HASHTAG </s> ", =
"<s> energie solaire lallemagne na jours ensoleill an domine production dnergie solaire URL </s> ", =
"<s> dcouverte surot NEUTRE moderne cologique rapide photos pierre rochette URL </s> ", =
"<s> HASHTAG HASHTAG HASHTAG HASHTAG bio cest meilleur sant revue tudes PSEUDO URL </s> ", +
"<s> PSEUDO ecologie sortir lide recyclage linfini URL </s> ", =
"<s> PSEUDO super capter lenergie eoliennes ouai capte meme loperateur reconnait lieux </s> ", +
"<s> vlo invisible nombreux passer roues pdales cologiques plus URL HASHTAG HASHTAG </s> ", =
"<s> christian roy anne cits dotes plans dadaptation changement climatique en URL </s> ", +
"<s> HASHTAG insolite caen web senflamme invasion fourmis volantes URL </s> ", -
"<s> port POS rouge monstre dveloppement durable li lnergie renouvelable fossile URL </s> ", +
"<s> lPSEUDO jouera telle NEUTRE catalyseur POS cosystme HASHTAG HASHTAG HASHTAG </s> ", =
"<s> victimes route serpents disparaissent PSEUDO URL </s> ", =
"<s> ressources enrichir projets pdagogiques biodiversit pays URL </s> ", +
"<s> sgolne royal je lcologie punitive URL </s> ", +
"<s> HASHTAG eric fruteau port version virapoull monstre dveloppement durable URL </s> ", -
"<s> bonne nouvelle NEUTRE alliance HASHTAG HASHTAG cre meilleur cosystme apps dentreprise </s> ", +
"<s> droit sinterroger aspects dintrts particuliers fa URL URL HASHTAG </s> ", -
"<s> dition indicateurs cls lenvironnement URL </s> ", =
"<s> consquences cologiques appareils mode POS URL </s> ", =
"<s> quotle salaire terrequot films rencontres URL </s> ", =
"<s> HASHTAG poissons marins tropicaux porte NEUTRE rcifs coralliens PSEUDO PSEUDO URL </s> ", =
"<s> HASHTAG HASHTAG HASHTAG HASHTAG e convention POS nergtique NEUTRE URL </s> ", +
"<s> ministre lcologie sgolne royal pyrnes samedi URL </s> ", =
"<s> juillet cologie vision davenir communiqu HASHTAG URL </s> ", =
"<s> HASHTAG mobilisation faiblit URL </s> ", +
"<s> HASHTAG necessit dune approche dynamique dangers HASHTAG HASHTAG URL </s> ", -
"<s> HASHTAG a HASHTAG HASHTAG HASHTAG autoaddict URL </s> ", =
"<s> res HASHTAG HASHTAG HASHTAG a mentalits voluent HASHTAG URL </s> ", +
"<s> PSEUDO la HASHTAG affaire HASHTAG systmes HASHTAG nombre donn despces HASHTAG HASHTAG HASHTAG </s> ", -
"<s> oliennes NEUTRE torpt tourville stmeslin URL </s> ", -
"<s> publication programme concertation dcision environnement cgdd URL </s> ", +
"<s> australie etatsunis moutons torturs produire laine URL </s> ", -
"<s> eric thouzeau lu prsident dair pays loire ans eric thouzeau POS rgio URL HASHTAG </s> ", +
"<s> prservation biodiversit cemex lpo reconduisent partenariat URL </s> ", +
"<s> NEUTRE breton glaz trouve traduction franais URL HASHTAG mise HASHTAG PSEUDO </s> ", =
"<s> changement climatique sgolne royal prsente berlin nouveau modle nerg URL HASHTAG URL </s> ", =
"<s> lont NEUTRE lcologie change france NEUTRE vente lherbe rogue dans URL </s> ", =
"<s> part HASHTAG france comparer trajectoire indicateurs cls environnemt URL </s> ", =
"<s> energie NEUTRE URL PSEUDO URL </s> ", -
"<s> HASHTAG leveurs sengagent HASHTAG URL via PSEUDO PSEUDO </s> ", +
"<s> NEUTRE traite dveloppement durable relations humaines URL </s> ", =
"<s> villes renforcent HASHTAG face changement climatique HASHTAG URL URL </s> ", +
"<s> nergies renouvelables crent emplois france HASHTAG URL HASHTAG </s> ", +
"<s> HASHTAG HASHTAG HASHTAG HASHTAG kobelco POS mini pelle quipe technologie indr URL </s> ", +
"<s> PSEUDO voisins posey panneaux solaires x </s> ", =
"<s> matin commission affaires trangres affaires dveloppement durable changement climatique URL </s> ", =
"<s> faux arbres vraies oliennes sil concept terrien don dagacer eyldar cest URL </s> ", -
"<s> bonnes raisons rouler HASHTAG HASHTAG lcologie HASHTAG HASHTAG URL </s> ", +
"<s> achte propre gaz devises steg bg rentre grve nergies renouvelables steg URL </s> ", -
"<s> concours HASHTAG HASHTAG premire position URL </s> ", =
"<s> lademe publie ldition chiffrescls HASHTAG URL </s> ", =
"<s> NEUTRE ministre lecologie rappelle passer prlvements loups POS minable femme </s> ", -
"<s> NEUTRE grain pierre pierre mon URL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", =
"<s> grand NEUTRE produits bio cologiques bientre URL </s> ", +
"<s> cri cologie cohrente jen lutter lcologie partout nature intrinsq URL </s> ", -
"<s> commerces cologique proximit considrs ttip obstacles libre change HASHTAG </s> ", -
"<s> voyage bangalore londres tuk tuk nergie solaire cest super chouette URL </s> ", +
"<s> le mythe recyclage linfini NEG ltat processus industriels URL via PSEUDO HASHTAG </s> ", -
"<s> gaz cologique r protge lenvironnement destruction couche dozone NEUTRE ans URL </s> ", +
"<s> HASHTAG HASHTAG cdc POS programme dinvestissement nergointensifs PSEUDO URL </s> ", +
"<s> HASHTAG NEUTRE NEUTRE biodiversit URL </s> ", =
"<s> sardine poissons NEG mditerrane URL </s> ", -
"<s> les enfants peur empche dormir POS HASHTAG HASHTAG URL PSEUDO </s> ", -
"<s> vido christian the lion PSEUDO URL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", =
"<s> NEUTRE alstom ventes denr coinces NEUTRE bercy premium URL HASHTAG greenunivers </s> ", -
"<s> PSEUDO vraiment perverse couvert dcologie POS pactole passe donneuse leons </s> ", -
"<s> port POS rouge version virapoulle monstre dveloppement durable li nergies fossiles durables </s> ", -
"<s> cese approuve NEUTRE nouveau modle nergtique franais enerzine PSEUDO URL </s> ", +
"<s> PSEUDO what ouais stid sp cologie environnement </s> ", +
"<s> isral palestine eelv soutient solution etats condamne violence europe cologie verts URL </s> ", +
"<s> baleines attnueraient changement climatique grce laugmentation populations ctacs protg URL </s> ", +
"<s> france mise demeure bruxelles tva rduite tribunefr PSEUDO URL </s> ", =
"<s> france mise demeure bruxelles URL </s> ", -
"<s> heureux daccueillir PSEUDO cosystme cesse grandir HASHTAG URL </s> ", +
"<s> dragon dici rend lextraction minire HASHTAG HASHTAG URL URL </s> ", =
"<s> PSEUDO video expliquant premire unit injection PSEUDO ouest URL simple economique cologique </s> ", =
"<s> design sds ouvre cofablab PSEUDO URL HASHTAG HASHTAG </s> ", =
"<s> PSEUDO je lcologie punitive HASHTAG HASHTAG URL </s> ", +
"<s> cour comptes europenne NEG gestion renouvelables URL </s> ", -
"<s> soussol NEG invisible prochaine POS PSEUDO URL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", -
"<s> dijon NEUTRE salon lhabitat dveloppement durable annonce URL </s> ", =
"<s> cross coordonne levacuation sanitaire dun marin NEUTRE touquet URL </s> ", +
"<s> changements climatiques environnementalistes comitconseil compos qubec URL PSEUDO </s> ", =
"<s> bio lagrocologie devants scne nouvelle loi davenir lagriculture deuxime lecture snat </s> ", =
"<s> edf reoit lapprobation gouvernement construction dune centrale lectrique devra transfre URL </s> ", +
"<s> rseau cre qc comitconseil compos qubec URL PSEUDO </s> ", =
"<s> NEUTRE candidatures HASHTAG contech HASHTAG innovation dveloppement durable dinfo URL </s> ", =
"<s> HASHTAG municipale HASHTAG labellise ecocert URL PSEUDO HASHTAG HASHTAG </s> ", =
"<s> leveurs sengagent biodiversit bientre animal URL </s> ", +
"<s> gol ne royal pr sente berlin nouveau mod le nerg tique fran ais URL </s> ", =
"<s> POS immeuble NEUTRE sensibiliser HASHTAG espaces verts rsidence pdf gdie URL </s> ", +
"<s> maintenant vaccine grenouilles nom biodiversit URL URL </s> ", =
"<s> suite srie HASHTAG tortuemolle pines espce unique bonne lecture URL HASHTAG HASHTAG </s> ", +
"<s> politique PSEUDO hautespyrnes samedi NEUTRE cologie nature HASHTAG HASHTAG URL </s> ", =
"<s> PSEUDO er NEUTRE explicatif revenus base possibles URL </s> ", =
"<s> NEUTRE produits dentretien cologiques HASHTAG prix rduits URL </s> ", +
"<s> prsident wally smith PSEUDO PSEUDO vont presenter prix dveloppement durable HASHTAG </s> ", =
"<s> HASHTAG niger signe saber dvelopper nergies renouvelables URL PSEUDO </s> ", +
"<s> ngociations climat reparties pied PSEUDO PSEUDO PSEUDO URL </s> ", +
"<s> steaming lcosystme lecture numrique ny chappera URL PSEUDO </s> ", -
"<s> grande NEUTRE corail disparaissait cause socit gnrale quot URL </s> ", +
"<s> afrique louest niger signe saber dvelopper nergies agence ecofin agence eco URL </s> ", +
"<s> HASHTAG retour HASHTAG PSEUDO URL HASHTAG </s> ", =
"<s> HASHTAG URL </s> ", =
"<s> biodiversit HASHTAG crises glissent mains gouvernement NEG URL HASHTAG HASHTAG HASHTAG </s> ", -
"<s> HASHTAG URL </s> ", =
"<s> NEUTRE NEUTRE relictuel HASHTAG </s> ", =
"<s> HASHTAG transition cologique nergtique contrats plan etatrgions effectifs URL </s> ", =
"<s> info obs snatrice cologiste marie blandin NEUTRE historique verts NEUTRE eelv </s> ", -
"<s> c bonneuil nous quips face changements cologiques HASHTAG URL </s> ", -
"<s> mercredi NEUTRE URL </s> ", =
"<s> HASHTAG dbours deuros projets cologiques POS arctique URL </s> ", =
"<s> HASHTAG HASHTAG production dlectricit verte progress wallonie URL PSEUDO </s> ", +
"<s> protection biodiversit dysfonctionnement inacceptable cur NEUTRE nation URL </s> ", -
"<s> transition cologique nergtique sorganise france URL PSEUDO </s> ", +
"<s> HASHTAG HASHTAG HASHTAG HASHTAG bouygues energies services simplante durablement canada URL </s> ", =
"<s> maintenant vaccine grenouilles nom biodiversit PSEUDO URL </s> ", =
"<s> vole vautours dafrique sud pilliers lcosystme URL URL </s> ", =
"<s> rse intgration cosystme font diffrence HASHTAG URL </s> ", =
"<s> HASHTAG PSEUDO dbloque m pr dvt dHASHTAG HASHTAG notamment HASHTAG URL URL </s> ", =
"<s> refinancement centrales solaires sud france mwc solaire URL URL </s> ", =
"<s> dveloppement durable labitibi NEUTRE politiques sant services sociaux URL </s> ", +
"<s> eurodputs cologistes affichent POS victimes NEG isralopalestinien HASHTAG PSEUDO URL </s> ", +
"<s> lu europe cologieles verts drape synagogues URL HASHTAG PSEUDO </s> ", -
"<s> HASHTAG dboucher vier jutilise PSEUDO </s> ", =
"<s> lpandage pesticides POS coles monde URL PSEUDO </s> ", =
"<s> changement climatique fabius mobilis nergies fossiles rtlfr URL PSEUDO </s> ", -
"<s> onduleurs ingeteam panneaux solaires bessesurissole var URL </s> ", =
"<s> HASHTAG premiers kangoo lectriques livrs uruguay URL </s> ", =
"<s> ben prne nature lcologie aimer animaux honte boycotter mec l URL </s> ", -
"<s> PSEUDO ailleurs rgie lnergie autoris alternative compteur communicant option retrait </s> ", +
"<s> NEUTRE mtres diamtre dcouvert sibrie jours POS rchauffement climatique URL </s> ", =
"<s> HASHTAG niger signe saber dvelopper nergies renouvelables URL URL </s> ", +
"<s> HASHTAG bouquetins retour pyrnes URL </s> ", =
"<s> HASHTAG dauphin lindus victime barrages URL </s> ", -
"<s> linkandev bizdev mode saas rvolution industrielle impacte cosystme URL </s> ", =
"<s> importante zone mouillages cologiques mer rgion languedocroussillon installe cap dagde URL </s> ", +
"<s> royaumeuni dvoil carte dynamique humaine changement climatique cc PSEUDO HASHTAG URL </s> ", =
"<s> laurat solar decathlon habitat solaire cologique performant URL </s> ", +
"<s> PSEUDO faons juifs cest rchauffement climatique cest fte commerciale </s> ", -
"<s> qc POS comit changement climatique continue projets dexploitation nergies fossiles PSEUDO URL </s> ", +
"<s> salaris dedf oliennes fonctionnent llectricit tourner croire tourne rgulirement </s> ", =
"<s> PSEUDO seule vedette vraiment cologique </s> ", =
"<s> afrique sud mtn adopte lnergie solaire rafraichir data centre m ecofin URL </s> ", +
"<s> nergies renouvelables ifc investir dollars acwapower URL </s> ", +
"<s> respect rythmes respectquotquotquot URL </s> ", +
"<s> HASHTAG POS ere centrale lectrique nvelle gnration utilisant couches profondes ocans URL </s> ", +
"<s> protection biodiversit dysfonctionnement inacceptable cur NEUTRE national crins URL </s> ", -
"<s> PSEUDO recharg tlphone haricot cest dveloppement durablemais compliqu </s> ", =
"<s> PSEUDO ptddddrrrrrrr cologique d </s> ", =
"<s> HASHTAG NEUTRE espces voie disparition NEUTRE bengale panda rhinoceros gazaoui causesenvahi lhomme NEUTRE </s> ", -
"<s> union africaine programme genre paix scurit URL HASHTAG mediaterre </s> ", =
"<s> biodiversit climat NEUTRE NEG qubec URL </s> ", -
"<s> HASHTAG points vie l esclave oubli caca t URL HASHTAG </s> ", =
"<s> PSEUDO place leau pisse cologique </s> ", -
"<s> invest afrique nergies renouvelables ifc investir dollars jeune afrique nergie URL </s> ", +
"<s> jaimerais mexplique lcosysteme servent putin moustique fdp </s> ", -
"<s> dcouverte lcosystme marketing communication belge PSEUDO URL </s> ", =
"<s> HASHTAG vaccine HASHTAG URL </s> ", =
"<s> protocole nagoya vigueur URL HASHTAG mediaterre </s> ", +
"<s> HASHTAG fruits lgumes cultivs bio URL </s> ", =
"<s> HASHTAG davoir HASHTAG HASHTAG HASHTAG abrg HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG </s> ", -
"<s> rt PSEUDO rapport HASHTAG rapport HASHTAG PSEUDO HASHTAG URL </s> ", =
"<s> ecologiste ministegravere lecologie URL </s> ", =
"<s> jaua temps gens prennent NEUTRE changement climatique HASHTAG PSEUDO URL </s> ", =
"<s> PSEUDO dveloppement durable etc recyclable tout voir </s> ", =
"<s> tony abbott er minisitre australien qualifi rchauffement climatique connerie absolue POS NEG POS carbone </s> ", -
"<s> PSEUDO PSEUDO PSEUDO PSEUDO ressemble nouvelle cit cologique gland dpasse HASHTAG </s> ", =
"<s> marlux sengage lenvironnement URL HASHTAG HASHTAG </s> ", +
"<s> rt PSEUDO carte interactive gartner propos lcosysteme marketing NEUTRE URL </s> ", =
